student_id,interests,experience_level,learning_mode
STU03967,Machine Learning,Beginner,Reading
STU03968,Artificial Intelligence,Intermediate,practical
STU03969,"Machine Learning, Deep Learning",Intermediate,practical
STU03970,Cybersecurity,Beginner,Reading
STU03971,"Artificial Intelligence, SQL, Data Science",Beginner,Reading
STU03972,Data Science,Beginner,practical
STU03973,Cybersecurity,Intermediate,practical
STU03974,"DevOps, Deep Learning",Intermediate,practical
STU03975,"Deep Learning, Machine Learning",Intermediate,practical
STU03976,"Web Development, Software Development",Beginner,practical
STU03977,Cybersecurity,Beginner,Reading
STU03978,"Cybersecurity, Python, Data Science",Intermediate,Visual
STU03979,"Data Analytics, Python",Intermediate,Reading
STU03980,"Software Development, Cloud Computing",Beginner,Reading
STU03981,"Data Science, Data Analytics, Artificial Intelligence",Beginner,practical
STU03982,Software Development,Intermediate,Visual
STU03983,Artificial Intelligence,Intermediate,Reading
STU03984,"Web Development, Data Science, Cloud Computing",Advanced,Visual
STU03985,"Artificial Intelligence, Software Development",Beginner,Visual
STU03986,"Deep Learning, Software Development",Beginner,Visual
STU03987,"Python, Cloud Computing",Intermediate,practical
STU03988,Cloud Computing,Advanced,practical
STU03989,"Software Development, Web Development",Beginner,Reading
STU03990,"Data Analytics, Cloud Computing",Advanced,Visual
STU03991,Data Analytics,Beginner,Reading
STU03992,"Deep Learning, Artificial Intelligence",Beginner,Reading
STU03993,"Web Development, SQL, Python",Beginner,practical
STU03994,Machine Learning,Beginner,practical
STU03995,Web Development,Intermediate,Reading
STU03996,"Artificial Intelligence, Data Science",Beginner,Visual
STU03997,"SQL, Data Science",Advanced,Visual
STU03998,"Cloud Computing, Artificial Intelligence, SQL",Beginner,Reading
STU03999,"SQL, Deep Learning, Machine Learning",Intermediate,practical
STU04000,Web Development,Advanced,Reading
STU04001,"Data Science, Python",Beginner,practical
STU04002,Cloud Computing,Intermediate,Visual
STU04003,"Deep Learning, SQL",Beginner,practical
STU04004,"Web Development, Python, Deep Learning",Beginner,Visual
STU04005,"SQL, Data Science",Beginner,Reading
STU04006,Software Development,Intermediate,practical
STU04007,"Data Science, Web Development",Advanced,Visual
STU04008,"DevOps, SQL",Beginner,practical
STU04009,"Data Analytics, Artificial Intelligence",Advanced,Visual
STU04010,"SQL, Web Development, Cloud Computing",Beginner,practical
STU04011,"Artificial Intelligence, Machine Learning",Beginner,Visual
STU04012,"Deep Learning, Artificial Intelligence",Intermediate,Reading
STU04013,"Cloud Computing, Python, Cybersecurity",Beginner,practical
STU04014,"Python, Machine Learning, Cybersecurity",Intermediate,practical
STU04015,"Machine Learning, Artificial Intelligence, Data Science",Beginner,Visual
STU04016,Web Development,Beginner,Visual
STU04017,"DevOps, Cloud Computing, Artificial Intelligence",Advanced,practical
STU04018,"SQL, Cloud Computing, Data Analytics",Advanced,Reading
STU04019,Software Development,Intermediate,Reading
STU04020,Artificial Intelligence,Beginner,Reading
STU04021,"SQL, Artificial Intelligence, Python",Intermediate,Visual
STU04022,"SQL, Data Science, Software Development",Intermediate,Visual
STU04023,Python,Beginner,Reading
STU04024,"Data Science, Cybersecurity, Data Analytics",Advanced,Reading
STU04025,"Machine Learning, Web Development",Intermediate,Reading
STU04026,Software Development,Beginner,practical
STU04027,"Data Science, Data Analytics, Software Development",Beginner,Visual
STU04028,Deep Learning,Intermediate,practical
STU04029,"Data Science, Deep Learning, Machine Learning",Intermediate,practical
STU04030,"Deep Learning, Machine Learning, SQL",Beginner,Reading
STU04031,Cybersecurity,Advanced,Visual
STU04032,"DevOps, Deep Learning",Intermediate,Reading
STU04033,Data Analytics,Beginner,Visual
STU04034,"SQL, Machine Learning",Beginner,Visual
STU04035,Artificial Intelligence,Beginner,Visual
STU04036,"Artificial Intelligence, Cloud Computing",Intermediate,practical
STU04037,Python,Intermediate,Reading
STU04038,"Data Analytics, DevOps, Deep Learning",Advanced,practical
STU04039,"Cybersecurity, Data Analytics, Deep Learning",Beginner,Reading
STU04040,Web Development,Intermediate,Visual
STU04041,"Machine Learning, Artificial Intelligence, Cloud Computing",Beginner,Reading
STU04042,"DevOps, Machine Learning, Deep Learning",Beginner,Visual
STU04043,Cloud Computing,Intermediate,Visual
STU04044,Artificial Intelligence,Intermediate,practical
STU04045,"Data Science, SQL",Advanced,practical
STU04046,"Cloud Computing, Deep Learning",Intermediate,practical
STU04047,"Data Science, Machine Learning, DevOps",Intermediate,Visual
STU04048,SQL,Intermediate,Reading
STU04049,"Python, Data Science, Cybersecurity",Beginner,practical
STU04050,"Cloud Computing, Data Analytics, Cybersecurity",Intermediate,practical
STU04051,"Data Analytics, Software Development, Web Development",Advanced,Reading
STU04052,"Deep Learning, Artificial Intelligence",Advanced,Reading
STU04053,"Cybersecurity, Artificial Intelligence, Python",Intermediate,Visual
STU04054,Software Development,Advanced,Reading
STU04055,"Cloud Computing, Deep Learning, Web Development",Advanced,Reading
STU04056,"Web Development, Cloud Computing",Beginner,practical
STU04057,"Data Analytics, Deep Learning",Intermediate,Visual
STU04058,"Data Science, Python",Intermediate,Visual
STU04059,Artificial Intelligence,Beginner,Visual
STU04060,Cloud Computing,Intermediate,Visual
STU04061,"Machine Learning, Python, Data Science",Advanced,Reading
STU04062,"Cybersecurity, Data Science, DevOps",Beginner,Reading
STU04063,"Cybersecurity, Python",Beginner,Reading
STU04064,"Artificial Intelligence, Data Analytics, Web Development",Advanced,practical
STU04065,"Cloud Computing, Python",Advanced,practical
STU04066,"DevOps, Machine Learning",Advanced,Visual
STU04067,"Cybersecurity, Cloud Computing",Advanced,Reading
STU04068,Data Science,Intermediate,practical
STU04069,Machine Learning,Advanced,practical
STU04070,DevOps,Beginner,Visual
STU04071,"DevOps, Python, Data Analytics",Beginner,practical
STU04072,"Cybersecurity, Cloud Computing",Beginner,Reading
STU04073,"Machine Learning, Cloud Computing, Artificial Intelligence",Advanced,Visual
STU04074,"Cybersecurity, Deep Learning, Machine Learning",Intermediate,Reading
STU04075,"Web Development, Python",Advanced,practical
STU04076,Data Analytics,Intermediate,Reading
STU04077,"Cloud Computing, Software Development, SQL",Beginner,practical
STU04078,Artificial Intelligence,Intermediate,Visual
STU04079,"Deep Learning, Data Science, Python",Beginner,Reading
STU04080,"Software Development, Cloud Computing, Data Science",Beginner,Reading
STU04081,"SQL, DevOps",Beginner,Visual
STU04082,"DevOps, Artificial Intelligence",Beginner,Visual
STU04083,Web Development,Intermediate,practical
STU04084,Data Science,Beginner,Reading
STU04085,SQL,Intermediate,practical
STU04086,Web Development,Intermediate,Visual
STU04087,Software Development,Beginner,Visual
STU04088,Deep Learning,Intermediate,practical
STU04089,"Web Development, Data Science",Advanced,practical
STU04090,"Artificial Intelligence, Software Development",Advanced,Visual
STU04091,"Machine Learning, Cybersecurity",Advanced,practical
STU04092,Cloud Computing,Beginner,practical
STU04093,"Deep Learning, Artificial Intelligence, Python",Beginner,Visual
STU04094,"Data Science, Machine Learning, Python",Beginner,practical
STU04095,Data Analytics,Advanced,practical
STU04096,"DevOps, Python, Data Science",Advanced,Reading
STU04097,"Deep Learning, SQL, DevOps",Advanced,Visual
STU04098,"Python, Deep Learning, Data Science",Beginner,practical
STU04099,"Deep Learning, Cloud Computing, Machine Learning",Intermediate,Visual
STU04100,"Software Development, Data Analytics",Beginner,practical
STU04101,Machine Learning,Advanced,Reading
STU04102,Software Development,Advanced,Reading
STU04103,"Machine Learning, Data Science",Intermediate,Reading
STU04104,"Machine Learning, Python, Cybersecurity",Intermediate,practical
STU04105,Cybersecurity,Beginner,Visual
STU04106,"Python, Cybersecurity, DevOps",Intermediate,practical
STU04107,"Artificial Intelligence, Data Analytics",Advanced,Visual
STU04108,"SQL, Machine Learning",Intermediate,practical
STU04109,"Data Science, Machine Learning",Intermediate,Visual
STU04110,"SQL, Data Science",Advanced,Reading
STU04111,"SQL, DevOps, Software Development",Advanced,Reading
STU04112,Deep Learning,Beginner,practical
STU04113,"Python, DevOps",Advanced,Visual
STU04114,"SQL, Data Science",Advanced,Visual
STU04115,Cloud Computing,Intermediate,Visual
STU04116,"Python, DevOps, Data Science",Intermediate,Visual
STU04117,"Data Science, Cloud Computing, Python",Beginner,Visual
STU04118,Web Development,Advanced,practical
STU04119,Python,Beginner,Visual
STU04120,SQL,Advanced,Visual
STU04121,Machine Learning,Beginner,Visual
STU04122,Data Analytics,Advanced,Visual
STU04123,"Cybersecurity, SQL, Data Science",Advanced,practical
STU04124,Artificial Intelligence,Intermediate,Reading
STU04125,"Cybersecurity, Web Development, Machine Learning",Advanced,practical
STU04126,"Data Analytics, DevOps",Advanced,Visual
STU04127,Cloud Computing,Advanced,Visual
STU04128,Web Development,Beginner,practical
STU04129,Cloud Computing,Beginner,Reading
STU04130,"Artificial Intelligence, SQL",Intermediate,Visual
STU04131,"SQL, Machine Learning, Cloud Computing",Intermediate,Reading
STU04132,Python,Beginner,Reading
STU04133,"Deep Learning, Artificial Intelligence, SQL",Intermediate,Visual
STU04134,"Software Development, Data Analytics, DevOps",Advanced,Visual
STU04135,"Data Science, Artificial Intelligence, DevOps",Beginner,Visual
STU04136,"Data Analytics, Cloud Computing, Web Development",Advanced,Visual
STU04137,Deep Learning,Advanced,Reading
STU04138,Cloud Computing,Beginner,Reading
STU04139,"Web Development, Machine Learning",Intermediate,Visual
STU04140,"Data Analytics, Python",Advanced,Visual
STU04141,Python,Beginner,Visual
STU04142,Cybersecurity,Intermediate,Visual
STU04143,"Cloud Computing, Data Analytics",Intermediate,practical
STU04144,"Artificial Intelligence, Python",Beginner,practical
STU04145,Python,Intermediate,practical
STU04146,"Artificial Intelligence, Data Science",Advanced,Reading
STU04147,DevOps,Advanced,Visual
STU04148,Web Development,Beginner,practical
STU04149,"SQL, Cloud Computing",Beginner,practical
STU04150,"Artificial Intelligence, Deep Learning, Cybersecurity",Advanced,Visual
STU04151,Software Development,Intermediate,Visual
STU04152,"SQL, Cybersecurity, Software Development",Advanced,Visual
STU04153,Cloud Computing,Beginner,Visual
STU04154,"Software Development, Artificial Intelligence",Intermediate,Reading
STU04155,"Data Analytics, Web Development",Intermediate,Visual
STU04156,Cloud Computing,Intermediate,Reading
STU04157,Data Analytics,Beginner,practical
STU04158,Web Development,Advanced,Reading
STU04159,"DevOps, Web Development, Artificial Intelligence",Advanced,practical
STU04160,"Web Development, Deep Learning, Data Science",Intermediate,Reading
STU04161,"Data Science, Cybersecurity, Data Analytics",Advanced,Reading
STU04162,Data Analytics,Advanced,Reading
STU04163,Web Development,Beginner,Visual
STU04164,Machine Learning,Intermediate,practical
STU04165,Artificial Intelligence,Beginner,Visual
STU04166,Machine Learning,Beginner,practical
STU04167,Software Development,Advanced,practical
STU04168,Data Science,Beginner,practical
STU04169,"Machine Learning, DevOps, Data Analytics",Advanced,Visual
STU04170,Web Development,Intermediate,Reading
STU04171,"DevOps, Software Development, Python",Advanced,Visual
STU04172,"Python, Cloud Computing",Advanced,Reading
STU04173,"SQL, Artificial Intelligence",Beginner,Reading
STU04174,Cybersecurity,Advanced,practical
STU04175,"Artificial Intelligence, Data Science",Beginner,practical
STU04176,Python,Beginner,Reading
STU04177,SQL,Beginner,Reading
STU04178,SQL,Beginner,practical
STU04179,"Data Science, Web Development, Deep Learning",Intermediate,Reading
STU04180,"Deep Learning, Data Science",Beginner,Reading
STU04181,"Artificial Intelligence, Software Development, Data Analytics",Intermediate,Reading
STU04182,Machine Learning,Intermediate,Visual
STU04183,Cloud Computing,Advanced,Reading
STU04184,"Data Analytics, Deep Learning, Machine Learning",Intermediate,Reading
STU04185,"SQL, Cybersecurity, Web Development",Beginner,Visual
STU04186,"Machine Learning, Deep Learning",Beginner,practical
STU04187,Machine Learning,Intermediate,Visual
STU04188,"Web Development, Machine Learning",Beginner,Reading
STU04189,"Cybersecurity, Artificial Intelligence, Data Science",Beginner,Reading
STU04190,"SQL, Deep Learning, Artificial Intelligence",Beginner,Visual
STU04191,"Machine Learning, Web Development",Beginner,practical
STU04192,"Artificial Intelligence, Data Science",Intermediate,practical
STU04193,"Artificial Intelligence, Machine Learning, Software Development",Beginner,Visual
STU04194,"Python, Cybersecurity, Software Development",Intermediate,practical
STU04195,"Machine Learning, Data Analytics, DevOps",Intermediate,Reading
STU04196,"Deep Learning, Python, Data Science",Intermediate,Reading
STU04197,"Web Development, Machine Learning, Software Development",Beginner,Reading
STU04198,SQL,Beginner,Reading
STU04199,Web Development,Beginner,practical
STU04200,"Web Development, Data Analytics",Intermediate,Visual
STU04201,Deep Learning,Intermediate,Visual
STU04202,Data Science,Advanced,Visual
STU04203,"Software Development, DevOps",Advanced,Visual
STU04204,"Cloud Computing, Artificial Intelligence",Beginner,Visual
STU04205,"Data Science, Deep Learning, Machine Learning",Intermediate,practical
STU04206,Web Development,Advanced,practical
STU04207,"Data Analytics, Machine Learning, Deep Learning",Beginner,Visual
STU04208,"Artificial Intelligence, Deep Learning",Beginner,practical
STU04209,"Deep Learning, Python",Beginner,Visual
STU04210,Artificial Intelligence,Advanced,Reading
STU04211,Cybersecurity,Advanced,practical
STU04212,"Cybersecurity, Artificial Intelligence",Beginner,practical
STU04213,"Web Development, Software Development, Data Science",Intermediate,Reading
STU04214,Artificial Intelligence,Beginner,Reading
STU04215,"Software Development, Data Science, DevOps",Advanced,practical
STU04216,Machine Learning,Advanced,practical
STU04217,"Machine Learning, Python, Data Science",Intermediate,Reading
STU04218,"Cloud Computing, Python, SQL",Beginner,Reading
STU04219,SQL,Advanced,Visual
STU04220,Artificial Intelligence,Intermediate,Reading
STU04221,Cybersecurity,Intermediate,practical
STU04222,SQL,Advanced,Visual
STU04223,"Web Development, Software Development",Beginner,practical
STU04224,Cybersecurity,Beginner,practical
STU04225,"SQL, Cybersecurity, Machine Learning",Beginner,Visual
STU04226,"DevOps, Software Development",Intermediate,Reading
STU04227,"Python, Cybersecurity, Artificial Intelligence",Advanced,Visual
STU04228,Data Analytics,Advanced,practical
STU04229,"SQL, Data Science",Intermediate,Visual
STU04230,Machine Learning,Intermediate,Reading
STU04231,"Software Development, Web Development",Beginner,Visual
STU04232,Cloud Computing,Beginner,Reading
STU04233,"Cloud Computing, Deep Learning, Python",Intermediate,Reading
STU04234,"Data Analytics, SQL, Web Development",Beginner,Visual
STU04235,Machine Learning,Intermediate,Reading
STU04236,"Cloud Computing, Cybersecurity",Advanced,Visual
STU04237,"Machine Learning, Cloud Computing",Beginner,Reading
STU04238,"SQL, Cloud Computing, Artificial Intelligence",Advanced,Reading
STU04239,"Data Science, Web Development",Intermediate,Visual
STU04240,"Data Analytics, DevOps",Beginner,Reading
STU04241,Data Analytics,Advanced,Visual
STU04242,"Data Science, Deep Learning",Advanced,practical
STU04243,SQL,Beginner,Visual
STU04244,"Data Science, SQL",Intermediate,Reading
STU04245,"Software Development, Data Analytics",Beginner,Reading
STU04246,"Deep Learning, Artificial Intelligence, Web Development",Intermediate,Visual
STU04247,Python,Beginner,Reading
STU04248,"Artificial Intelligence, Cloud Computing, Python",Beginner,Reading
STU04249,DevOps,Intermediate,Visual
STU04250,"Data Science, Cloud Computing",Beginner,Visual
STU04251,"Cybersecurity, SQL, DevOps",Intermediate,Reading
STU04252,"Deep Learning, Cybersecurity",Beginner,Visual
STU04253,Artificial Intelligence,Beginner,practical
STU04254,"Data Analytics, Artificial Intelligence, Python",Beginner,Visual
STU04255,Artificial Intelligence,Beginner,practical
STU04256,"Deep Learning, Data Science",Advanced,practical
STU04257,Cloud Computing,Intermediate,practical
STU04258,"Data Science, SQL",Intermediate,Reading
STU04259,Artificial Intelligence,Beginner,practical
STU04260,"Python, Web Development, Artificial Intelligence",Advanced,Reading
STU04261,Artificial Intelligence,Intermediate,Visual
STU04262,Python,Intermediate,Reading
STU04263,"DevOps, Data Science",Advanced,Reading
STU04264,"Artificial Intelligence, Machine Learning",Advanced,Visual
STU04265,"Cloud Computing, Python",Advanced,Reading
STU04266,Data Science,Beginner,practical
STU04267,Cloud Computing,Intermediate,Reading
STU04268,"Software Development, Python",Beginner,Visual
STU04269,"Artificial Intelligence, SQL, DevOps",Beginner,Visual
STU04270,"Cybersecurity, Data Analytics",Advanced,Visual
STU04271,Python,Beginner,practical
STU04272,"Cybersecurity, Data Analytics",Intermediate,practical
STU04273,"Machine Learning, Python, Deep Learning",Intermediate,practical
STU04274,SQL,Beginner,Visual
STU04275,Web Development,Beginner,Visual
STU04276,Deep Learning,Intermediate,Reading
STU04277,"Data Analytics, Deep Learning",Advanced,practical
STU04278,"Machine Learning, DevOps, Web Development",Beginner,practical
STU04279,Cloud Computing,Beginner,practical
STU04280,"Deep Learning, Artificial Intelligence",Intermediate,Visual
STU04281,DevOps,Beginner,Reading
STU04282,"Machine Learning, Data Analytics",Beginner,Visual
STU04283,Software Development,Intermediate,Reading
STU04284,Machine Learning,Beginner,Reading
STU04285,"Cloud Computing, Data Analytics, Cybersecurity",Advanced,Reading
STU04286,Cybersecurity,Beginner,Reading
STU04287,"Data Analytics, Data Science, Python",Advanced,Reading
STU04288,"Web Development, Python, Machine Learning",Beginner,Visual
STU04289,SQL,Intermediate,Visual
STU04290,"Data Science, Artificial Intelligence",Intermediate,Visual
STU04291,"Deep Learning, Web Development",Advanced,Reading
STU04292,"Data Science, Deep Learning, Software Development",Beginner,Visual
STU04293,"DevOps, Data Analytics, Machine Learning",Beginner,Visual
STU04294,SQL,Advanced,practical
STU04295,Cloud Computing,Intermediate,practical
STU04296,"Cybersecurity, Data Science",Intermediate,Visual
STU04297,"Cloud Computing, Machine Learning, DevOps",Intermediate,Reading
STU04298,DevOps,Advanced,Visual
STU04299,"Machine Learning, Data Analytics",Advanced,Visual
STU04300,"Web Development, Data Analytics, DevOps",Advanced,practical
STU04301,"Software Development, Artificial Intelligence, Cloud Computing",Intermediate,Visual
STU04302,"Data Science, Deep Learning",Intermediate,Visual
STU04303,"Cloud Computing, DevOps, Data Science",Intermediate,practical
STU04304,"Software Development, Cybersecurity",Intermediate,Visual
STU04305,Cloud Computing,Beginner,Visual
STU04306,"SQL, Data Science, Deep Learning",Intermediate,Visual
STU04307,"Artificial Intelligence, Cybersecurity, Web Development",Beginner,Reading
STU04308,"Machine Learning, Cloud Computing",Intermediate,practical
STU04309,"Machine Learning, Data Science",Intermediate,practical
STU04310,"Artificial Intelligence, SQL, Deep Learning",Beginner,Visual
STU04311,Data Analytics,Advanced,practical
STU04312,Software Development,Beginner,Visual
STU04313,"Cloud Computing, Cybersecurity, Machine Learning",Intermediate,Reading
STU04314,Machine Learning,Beginner,practical
STU04315,Data Analytics,Advanced,practical
STU04316,"Data Science, Web Development, Python",Intermediate,practical
STU04317,"Python, Data Science, Software Development",Intermediate,Reading
STU04318,"Data Science, Data Analytics, Cybersecurity",Intermediate,Visual
STU04319,Software Development,Intermediate,Visual
STU04320,Cybersecurity,Advanced,practical
STU04321,Deep Learning,Advanced,practical
STU04322,"Machine Learning, Cybersecurity",Beginner,practical
STU04323,"Data Science, Web Development",Beginner,Visual
STU04324,"Data Science, Data Analytics",Beginner,Visual
STU04325,Data Science,Beginner,Reading
STU04326,"SQL, Artificial Intelligence, Machine Learning",Beginner,Reading
STU04327,"Artificial Intelligence, Data Science, DevOps",Advanced,Visual
STU04328,Artificial Intelligence,Advanced,practical
STU04329,"Deep Learning, Software Development",Intermediate,Reading
STU04330,"Data Science, Deep Learning, Software Development",Beginner,Visual
STU04331,Cybersecurity,Intermediate,Reading
STU04332,Software Development,Intermediate,practical
STU04333,Data Science,Beginner,Visual
STU04334,"Software Development, Data Analytics, Deep Learning",Advanced,Reading
STU04335,Machine Learning,Intermediate,practical
STU04336,"Machine Learning, Python, Artificial Intelligence",Advanced,Visual
STU04337,Data Analytics,Beginner,practical
STU04338,"Software Development, Data Analytics, Data Science",Intermediate,practical
STU04339,"Data Analytics, Software Development",Advanced,Reading
STU04340,"Data Science, Cloud Computing",Beginner,Reading
STU04341,"Data Analytics, Machine Learning, Software Development",Advanced,practical
STU04342,"Data Science, DevOps, Cloud Computing",Intermediate,Reading
STU04343,"Cloud Computing, DevOps, Machine Learning",Advanced,Visual
STU04344,Machine Learning,Beginner,Reading
STU04345,"Cybersecurity, Data Science, Software Development",Intermediate,Reading
STU04346,Web Development,Intermediate,Reading
STU04347,"Python, Cloud Computing",Intermediate,practical
STU04348,Artificial Intelligence,Advanced,Visual
STU04349,"Web Development, Cybersecurity",Intermediate,Visual
STU04350,Cloud Computing,Intermediate,practical
STU04351,Artificial Intelligence,Advanced,Reading
STU04352,"Data Analytics, Deep Learning, Artificial Intelligence",Advanced,Visual
STU04353,"Deep Learning, Machine Learning, Artificial Intelligence",Advanced,practical
STU04354,"SQL, Data Science",Advanced,practical
STU04355,"Data Science, Machine Learning, Artificial Intelligence",Intermediate,practical
STU04356,DevOps,Advanced,practical
STU04357,Data Science,Beginner,practical
STU04358,Artificial Intelligence,Advanced,Visual
STU04359,"Data Science, DevOps, Data Analytics",Beginner,Reading
STU04360,"Software Development, Web Development",Advanced,practical
STU04361,"Python, Deep Learning",Intermediate,Reading
STU04362,"Python, Data Analytics, Artificial Intelligence",Advanced,Visual
STU04363,"Cybersecurity, Cloud Computing",Intermediate,Reading
STU04364,"Data Science, Web Development, Software Development",Intermediate,Visual
STU04365,Deep Learning,Advanced,Visual
STU04366,DevOps,Beginner,Reading
STU04367,"Cybersecurity, Software Development",Intermediate,Reading
STU04368,"Cloud Computing, Machine Learning, Deep Learning",Advanced,Reading
STU04369,Cloud Computing,Advanced,Visual
STU04370,"Machine Learning, Python",Beginner,Reading
STU04371,"Deep Learning, Cloud Computing",Advanced,practical
STU04372,SQL,Beginner,Reading
STU04373,"SQL, Data Science",Beginner,Visual
STU04374,"Deep Learning, Machine Learning, Software Development",Beginner,practical
STU04375,"DevOps, Cloud Computing",Beginner,Visual
STU04376,Cybersecurity,Advanced,Visual
STU04377,"Data Analytics, Cloud Computing",Advanced,Reading
STU04378,"Cybersecurity, Deep Learning",Beginner,Reading
STU04379,"Data Science, Python, SQL",Advanced,Reading
STU04380,Deep Learning,Intermediate,Reading
STU04381,"DevOps, Artificial Intelligence",Beginner,Reading
STU04382,Python,Beginner,Reading
STU04383,Artificial Intelligence,Intermediate,Visual
STU04384,SQL,Advanced,practical
STU04385,"Python, Web Development, DevOps",Advanced,Reading
STU04386,Data Science,Advanced,Reading
STU04387,Cloud Computing,Intermediate,Visual
STU04388,Python,Beginner,practical
STU04389,"Data Analytics, Machine Learning",Intermediate,Visual
STU04390,"Web Development, Data Science, DevOps",Advanced,Reading
STU04391,Artificial Intelligence,Beginner,Reading
STU04392,"DevOps, Web Development",Advanced,Visual
STU04393,"Web Development, Python",Beginner,Visual
STU04394,"Data Analytics, Cloud Computing, Deep Learning",Advanced,Visual
STU04395,"DevOps, Data Analytics",Advanced,Visual
STU04396,DevOps,Beginner,Visual
STU04397,"Software Development, Data Science, Cloud Computing",Beginner,Reading
STU04398,Artificial Intelligence,Intermediate,Visual
STU04399,"Machine Learning, Artificial Intelligence, Python",Advanced,Visual
STU04400,"Cybersecurity, Python",Intermediate,practical
STU04401,"Data Science, Software Development",Beginner,Reading
STU04402,DevOps,Beginner,practical
STU04403,Cloud Computing,Advanced,practical
STU04404,Data Analytics,Beginner,Reading
STU04405,Software Development,Beginner,Reading
STU04406,"Data Analytics, Cloud Computing, Data Science",Advanced,Reading
STU04407,DevOps,Advanced,Reading
STU04408,"Cybersecurity, Python",Intermediate,Visual
STU04409,"Cloud Computing, Deep Learning",Beginner,practical
STU04410,"Cloud Computing, Data Science, Software Development",Intermediate,Visual
STU04411,"Data Science, Cybersecurity, Web Development",Intermediate,practical
STU04412,"SQL, Cybersecurity",Beginner,practical
STU04413,Web Development,Beginner,practical
STU04414,"Deep Learning, Web Development, DevOps",Beginner,Visual
STU04415,"Data Analytics, SQL",Beginner,Visual
STU04416,"SQL, Machine Learning",Advanced,Reading
STU04417,"Machine Learning, Cloud Computing, Python",Advanced,Reading
STU04418,"DevOps, Cloud Computing, Deep Learning",Intermediate,Reading
STU04419,"Data Analytics, Python, Cybersecurity",Advanced,Reading
STU04420,Data Analytics,Beginner,Reading
STU04421,"Artificial Intelligence, Cloud Computing, DevOps",Intermediate,Reading
STU04422,"Machine Learning, Cloud Computing",Beginner,Visual
STU04423,"Artificial Intelligence, DevOps, Deep Learning",Beginner,Reading
STU04424,Data Science,Beginner,Reading
STU04425,"Cloud Computing, Web Development, Machine Learning",Beginner,Reading
STU04426,Web Development,Advanced,Reading
STU04427,"Machine Learning, Cybersecurity, Data Science",Beginner,Visual
STU04428,"SQL, Web Development, Deep Learning",Advanced,Visual
STU04429,Web Development,Intermediate,Visual
STU04430,Machine Learning,Beginner,Reading
STU04431,Web Development,Intermediate,Reading
STU04432,"DevOps, Artificial Intelligence",Intermediate,Reading
STU04433,Cybersecurity,Intermediate,practical
STU04434,"Data Science, Machine Learning",Beginner,practical
STU04435,"Python, DevOps",Beginner,Reading
STU04436,Deep Learning,Advanced,practical
STU04437,"Software Development, Python, Cloud Computing",Advanced,Visual
STU04438,Software Development,Advanced,Visual
STU04439,Web Development,Intermediate,practical
STU04440,SQL,Beginner,practical
STU04441,Python,Beginner,Reading
STU04442,"Machine Learning, Deep Learning",Intermediate,Visual
STU04443,"Data Analytics, DevOps, Web Development",Advanced,Reading
STU04444,"Software Development, DevOps",Beginner,practical
STU04445,"SQL, Cybersecurity",Intermediate,Reading
STU04446,Machine Learning,Advanced,practical
STU04447,"Cloud Computing, DevOps, Cybersecurity",Advanced,Visual
STU04448,"Cybersecurity, Cloud Computing",Intermediate,practical
STU04449,"SQL, DevOps",Beginner,Visual
STU04450,"Machine Learning, DevOps, SQL",Beginner,Visual
STU04451,"Cybersecurity, Software Development, Python",Beginner,practical
STU04452,"Deep Learning, Machine Learning",Beginner,Reading
STU04453,"Web Development, Cybersecurity, Machine Learning",Intermediate,practical
STU04454,"SQL, Software Development, Cybersecurity",Beginner,practical
STU04455,DevOps,Intermediate,Visual
STU04456,"Data Science, Machine Learning, Artificial Intelligence",Advanced,practical
STU04457,Machine Learning,Beginner,Visual
STU04458,Cybersecurity,Beginner,Reading
STU04459,"DevOps, Deep Learning",Advanced,Visual
STU04460,"Cloud Computing, Deep Learning, SQL",Beginner,practical
STU04461,"Cloud Computing, SQL",Intermediate,Reading
STU04462,"Deep Learning, Artificial Intelligence, Machine Learning",Intermediate,Reading
STU04463,Cloud Computing,Intermediate,Reading
STU04464,"Machine Learning, Software Development, Deep Learning",Intermediate,Reading
STU04465,Data Analytics,Advanced,Visual
STU04466,Cybersecurity,Beginner,Visual
STU04467,"Artificial Intelligence, Data Analytics",Intermediate,Visual
STU04468,Data Analytics,Beginner,Reading
STU04469,DevOps,Beginner,practical
STU04470,"Cloud Computing, Data Analytics",Beginner,Reading
STU04471,"DevOps, SQL, Software Development",Advanced,practical
STU04472,"Cloud Computing, Artificial Intelligence",Intermediate,practical
STU04473,"Data Analytics, DevOps",Beginner,Visual
STU04474,"Cloud Computing, SQL",Beginner,Visual
STU04475,"Data Science, DevOps",Intermediate,Visual
STU04476,"Cybersecurity, SQL, DevOps",Intermediate,Visual
STU04477,"Cybersecurity, Data Science",Intermediate,Visual
STU04478,Data Science,Beginner,Reading
STU04479,"Cloud Computing, Python",Intermediate,practical
STU04480,Cybersecurity,Advanced,practical
STU04481,"Artificial Intelligence, Data Analytics",Intermediate,practical
STU04482,"Cybersecurity, Web Development",Beginner,Reading
STU04483,Software Development,Intermediate,practical
STU04484,Data Science,Intermediate,Reading
STU04485,"SQL, Data Science",Intermediate,practical
STU04486,"Machine Learning, Cloud Computing, Data Analytics",Intermediate,Reading
STU04487,Artificial Intelligence,Advanced,Visual
STU04488,"SQL, Web Development",Beginner,Reading
STU04489,"Deep Learning, Cybersecurity, Artificial Intelligence",Intermediate,Visual
