student_id,interests,experience_level,learning_mode,experience_level_encoded
STU03950,Software Development,Advanced,practical,2
STU03951,"DevOps, Web Development",Beginner,Reading,0
STU03952,Artificial Intelligence,Advanced,practical,2
STU03953,"Machine Learning, Cloud Computing",Advanced,Visual,2
STU03954,Data Science,Intermediate,Visual,1
STU03955,"Python, Artificial Intelligence",Beginner,Visual,0
STU03956,"Software Development, Deep Learning, Data Science",Advanced,practical,2
STU03957,"Machine Learning, Data Analytics",Advanced,Visual,2
STU03958,"Web Development, Artificial Intelligence, Data Analytics",Advanced,Visual,2
STU03959,Web Development,Beginner,practical,0
STU03960,Cybersecurity,Beginner,Visual,0
STU03961,"DevOps, Cloud Computing, Machine Learning",Advanced,Visual,2
STU03962,"Machine Learning, Data Analytics, Artificial Intelligence",Beginner,practical,0
STU03963,Deep Learning,Beginner,practical,0
STU03964,Python,Beginner,Visual,0
STU03965,Web Development,Beginner,Reading,0
STU03966,"Cybersecurity, Machine Learning",Advanced,Reading,2
STU03967,Software Development,Beginner,Reading,0
STU03968,"SQL, Artificial Intelligence, Data Analytics",Intermediate,Visual,1
STU03969,Python,Beginner,Visual,0
STU03970,"Python, Software Development, Cloud Computing",Beginner,Visual,0
STU03971,"Machine Learning, Python",Advanced,practical,2
STU03972,Software Development,Advanced,Visual,2
STU03973,"Data Analytics, Cloud Computing",Advanced,practical,2
STU03974,"Python, Deep Learning, SQL",Intermediate,Reading,1
STU03975,Software Development,Beginner,practical,0
STU03976,"DevOps, Data Science",Advanced,Visual,2
STU03977,"SQL, Machine Learning",Advanced,practical,2
STU03978,Artificial Intelligence,Advanced,Visual,2
STU03979,"SQL, Web Development, Data Analytics",Beginner,Reading,0
STU03980,"Artificial Intelligence, Data Analytics, Python",Advanced,Visual,2
STU03981,"SQL, Cloud Computing, Machine Learning",Intermediate,Reading,1
STU03982,"Data Analytics, Cloud Computing, Cybersecurity",Beginner,Visual,0
STU03983,"Artificial Intelligence, SQL, Data Analytics",Advanced,Visual,2
STU03984,Software Development,Advanced,practical,2
STU03985,"SQL, Artificial Intelligence, Deep Learning",Advanced,Reading,2
STU03986,Data Science,Beginner,practical,0
STU03987,DevOps,Beginner,Reading,0
STU03988,"Artificial Intelligence, DevOps, Software Development",Advanced,Visual,2
STU03989,"Artificial Intelligence, Python, Deep Learning",Advanced,practical,2
STU03990,"Cybersecurity, Data Science",Advanced,Visual,2
STU03991,"SQL, Python, Data Analytics",Intermediate,practical,1
STU03992,"Software Development, SQL, Artificial Intelligence",Beginner,practical,0
STU03993,"Data Science, Machine Learning, Data Analytics",Beginner,practical,0
STU03994,Cybersecurity,Intermediate,practical,1
STU03995,DevOps,Intermediate,Reading,1
STU03996,"Data Analytics, Artificial Intelligence, Data Science",Beginner,Visual,0
STU03997,"Data Analytics, SQL, Deep Learning",Advanced,Reading,2
STU03998,"Machine Learning, Software Development, DevOps",Intermediate,practical,1
STU03999,Web Development,Intermediate,Reading,1
STU04000,"DevOps, Data Science, Artificial Intelligence",Intermediate,Visual,1
STU04001,"Cloud Computing, Software Development",Intermediate,Reading,1
STU04002,Web Development,Intermediate,practical,1
STU04003,"Web Development, Machine Learning, Data Analytics",Beginner,Reading,0
STU04004,"Cloud Computing, Data Analytics",Beginner,Reading,0
STU04005,DevOps,Intermediate,practical,1
STU04006,"Cybersecurity, Web Development",Advanced,Visual,2
STU04007,"Data Science, Python, Software Development",Intermediate,Reading,1
STU04008,"Data Analytics, SQL",Intermediate,Reading,1
STU04009,"Cloud Computing, Machine Learning, Data Analytics",Beginner,Visual,0
STU04010,"Software Development, Web Development",Advanced,practical,2
STU04011,Deep Learning,Advanced,practical,2
STU04012,"DevOps, Deep Learning",Beginner,practical,0
STU04013,"Data Science, Software Development, Web Development",Intermediate,practical,1
STU04014,Python,Advanced,Reading,2
STU04015,DevOps,Beginner,Visual,0
STU04016,Artificial Intelligence,Beginner,practical,0
STU04017,"DevOps, Machine Learning",Advanced,practical,2
STU04018,"Python, Cloud Computing, Software Development",Beginner,practical,0
STU04019,"DevOps, Cybersecurity",Beginner,Reading,0
STU04020,"SQL, Deep Learning, Software Development",Intermediate,practical,1
STU04021,Web Development,Beginner,Reading,0
STU04022,Machine Learning,Advanced,Reading,2
STU04023,"Cybersecurity, DevOps, Cloud Computing",Intermediate,Visual,1
STU04024,"Cloud Computing, Artificial Intelligence, Web Development",Beginner,Visual,0
STU04025,"SQL, Deep Learning, Data Science",Advanced,Reading,2
STU04026,Python,Beginner,practical,0
STU04027,Cybersecurity,Beginner,Visual,0
STU04028,"Data Analytics, Artificial Intelligence",Advanced,Visual,2
STU04029,"Software Development, Machine Learning",Advanced,Visual,2
STU04030,"Cybersecurity, Deep Learning, Cloud Computing",Beginner,practical,0
STU04031,SQL,Advanced,Reading,2
STU04032,"Machine Learning, Software Development, Web Development",Advanced,practical,2
STU04033,"Deep Learning, Data Analytics",Beginner,practical,0
STU04034,"SQL, Software Development",Intermediate,Visual,1
STU04035,"Artificial Intelligence, Web Development",Beginner,Reading,0
STU04036,Machine Learning,Advanced,practical,2
STU04037,Machine Learning,Beginner,Visual,0
STU04038,"Artificial Intelligence, Web Development, SQL",Beginner,Visual,0
STU04039,"SQL, DevOps, Web Development",Intermediate,practical,1
STU04040,"Machine Learning, Data Analytics",Intermediate,Reading,1
STU04041,"Web Development, Deep Learning",Advanced,Visual,2
STU04042,"Python, Deep Learning, Artificial Intelligence",Advanced,practical,2
STU04043,"Deep Learning, Data Analytics",Beginner,Reading,0
STU04044,"Cybersecurity, Web Development",Advanced,Visual,2
STU04045,"Data Science, Web Development",Advanced,practical,2
STU04046,"Python, Data Analytics, SQL",Advanced,practical,2
STU04047,"SQL, Deep Learning, Python",Advanced,Visual,2
STU04048,Deep Learning,Beginner,practical,0
STU04049,"Software Development, DevOps, Deep Learning",Advanced,practical,2
STU04050,Cybersecurity,Beginner,Reading,0
STU04051,Web Development,Intermediate,Reading,1
STU04052,"Data Analytics, Software Development",Intermediate,Reading,1
STU04053,"Deep Learning, Machine Learning, Data Analytics",Beginner,practical,0
STU04054,"Data Analytics, Data Science, Deep Learning",Intermediate,Visual,1
STU04055,"SQL, Machine Learning",Intermediate,practical,1
STU04056,"Deep Learning, Software Development, Cloud Computing",Intermediate,Visual,1
STU04057,Software Development,Intermediate,Reading,1
STU04058,Deep Learning,Advanced,Reading,2
STU04059,Software Development,Advanced,Reading,2
STU04060,"Artificial Intelligence, DevOps, Python",Intermediate,Reading,1
STU04061,"DevOps, Web Development",Intermediate,practical,1
STU04062,"Data Analytics, Artificial Intelligence",Intermediate,Reading,1
STU04063,Machine Learning,Beginner,Reading,0
STU04064,"Data Analytics, DevOps, Software Development",Intermediate,Visual,1
STU04065,"Software Development, Web Development, Data Analytics",Advanced,Reading,2
STU04066,"Deep Learning, Machine Learning, Web Development",Intermediate,Visual,1
STU04067,"Web Development, Cloud Computing",Advanced,practical,2
STU04068,"Cloud Computing, Artificial Intelligence",Beginner,Visual,0
STU04069,"DevOps, Deep Learning, Cloud Computing",Advanced,practical,2
STU04070,Python,Intermediate,Reading,1
STU04071,Cloud Computing,Intermediate,Visual,1
STU04072,"Cloud Computing, Machine Learning, Data Analytics",Intermediate,practical,1
STU04073,"Software Development, SQL",Intermediate,practical,1
STU04074,Cybersecurity,Beginner,Visual,0
STU04075,"Cloud Computing, Python",Intermediate,Reading,1
STU04076,"Deep Learning, Python",Advanced,practical,2
STU04077,"Web Development, SQL, Data Science",Advanced,Reading,2
STU04078,Machine Learning,Beginner,Reading,0
STU04079,"Cloud Computing, Artificial Intelligence, DevOps",Intermediate,practical,1
STU04080,Software Development,Beginner,Visual,0
STU04081,"Data Analytics, Deep Learning",Beginner,practical,0
STU04082,"Artificial Intelligence, Machine Learning, Cybersecurity",Advanced,Reading,2
STU04083,"SQL, Data Science, Machine Learning",Advanced,Reading,2
STU04084,"Cloud Computing, Software Development",Advanced,practical,2
STU04085,"Web Development, DevOps",Advanced,Reading,2
STU04086,"Web Development, DevOps, Cybersecurity",Intermediate,Reading,1
STU04087,Software Development,Intermediate,practical,1
STU04088,Cloud Computing,Intermediate,Reading,1
STU04089,"Data Science, SQL",Beginner,Reading,0
STU04090,"Data Science, Deep Learning",Advanced,Visual,2
STU04091,Python,Beginner,Reading,0
STU04092,"Cybersecurity, Data Analytics, Software Development",Advanced,Reading,2
STU04093,Data Analytics,Intermediate,Visual,1
STU04094,"Data Science, Web Development",Advanced,practical,2
STU04095,"Artificial Intelligence, Cybersecurity, Python",Intermediate,practical,1
STU04096,"Data Science, Artificial Intelligence, Machine Learning",Beginner,Reading,0
STU04097,"Artificial Intelligence, Deep Learning",Intermediate,Visual,1
STU04098,"Python, Data Science, Deep Learning",Advanced,Reading,2
STU04099,"Python, DevOps",Intermediate,Reading,1
STU04100,"Web Development, DevOps, Data Analytics",Intermediate,practical,1
STU04101,Artificial Intelligence,Beginner,Visual,0
STU04102,"Web Development, DevOps",Intermediate,Reading,1
STU04103,"Deep Learning, DevOps",Intermediate,Reading,1
STU04104,Data Analytics,Intermediate,Visual,1
STU04105,Data Science,Intermediate,practical,1
STU04106,"SQL, Deep Learning, Software Development",Intermediate,practical,1
STU04107,Web Development,Intermediate,practical,1
STU04108,"Data Analytics, SQL",Intermediate,Visual,1
STU04109,SQL,Beginner,Visual,0
STU04110,DevOps,Beginner,Visual,0
STU04111,"Python, SQL",Intermediate,practical,1
STU04112,"SQL, Data Analytics",Intermediate,Visual,1
STU04113,"Machine Learning, Cybersecurity, Deep Learning",Beginner,Reading,0
STU04114,"Software Development, Python, Cloud Computing",Intermediate,Visual,1
STU04115,"Deep Learning, Cybersecurity, Data Science",Intermediate,Reading,1
STU04116,Data Analytics,Intermediate,Visual,1
STU04117,"DevOps, Web Development",Intermediate,Reading,1
STU04118,Web Development,Beginner,Reading,0
STU04119,"DevOps, Deep Learning",Beginner,practical,0
STU04120,DevOps,Intermediate,Reading,1
STU04121,"Deep Learning, Cloud Computing",Intermediate,practical,1
STU04122,Data Science,Advanced,Reading,2
STU04123,"Machine Learning, Web Development",Beginner,practical,0
STU04124,Data Science,Intermediate,Reading,1
STU04125,"Data Science, Data Analytics",Intermediate,practical,1
STU04126,"Data Science, Cybersecurity",Advanced,Reading,2
STU04127,Software Development,Intermediate,practical,1
STU04128,"Deep Learning, Python, Web Development",Advanced,practical,2
STU04129,Software Development,Beginner,Reading,0
STU04130,"Cloud Computing, Data Science",Beginner,practical,0
STU04131,"Artificial Intelligence, Machine Learning",Intermediate,Reading,1
STU04132,Machine Learning,Advanced,Visual,2
STU04133,Cybersecurity,Beginner,Visual,0
STU04134,"Software Development, Artificial Intelligence",Beginner,practical,0
STU04135,SQL,Intermediate,practical,1
STU04136,"Artificial Intelligence, DevOps",Beginner,Visual,0
STU04137,SQL,Beginner,practical,0
STU04138,"Cloud Computing, Artificial Intelligence",Intermediate,practical,1
STU04139,Machine Learning,Intermediate,Reading,1
STU04140,Artificial Intelligence,Advanced,practical,2
STU04141,Data Analytics,Beginner,practical,0
STU04142,Machine Learning,Intermediate,Reading,1
STU04143,"DevOps, Software Development",Intermediate,Visual,1
STU04144,Artificial Intelligence,Beginner,Visual,0
STU04145,Machine Learning,Intermediate,practical,1
STU04146,Web Development,Intermediate,practical,1
STU04147,DevOps,Beginner,Visual,0
STU04148,"Web Development, Machine Learning",Advanced,practical,2
STU04149,Cloud Computing,Intermediate,Visual,1
STU04150,Python,Intermediate,Visual,1
STU04151,"Python, SQL",Beginner,Reading,0
STU04152,"Web Development, Data Science",Advanced,Visual,2
STU04153,Cybersecurity,Intermediate,practical,1
STU04154,Cloud Computing,Advanced,practical,2
STU04155,"Python, DevOps",Intermediate,Reading,1
STU04156,"Data Science, Software Development",Intermediate,Reading,1
STU04157,Python,Intermediate,Visual,1
STU04158,"Data Science, Machine Learning, SQL",Beginner,Visual,0
STU04159,"Artificial Intelligence, Cloud Computing, Data Science",Beginner,Visual,0
STU04160,"Data Science, Cloud Computing",Advanced,Visual,2
STU04161,Software Development,Intermediate,Visual,1
STU04162,"Cloud Computing, Data Science, Artificial Intelligence",Beginner,Visual,0
STU04163,Deep Learning,Intermediate,practical,1
STU04164,"Software Development, Artificial Intelligence",Beginner,Visual,0
STU04165,Data Analytics,Advanced,Visual,2
STU04166,"Cybersecurity, Python, Data Analytics",Beginner,Visual,0
STU04167,DevOps,Beginner,Reading,0
STU04168,"Web Development, SQL",Advanced,Reading,2
STU04169,"Web Development, Machine Learning, DevOps",Beginner,Visual,0
STU04170,"Machine Learning, Software Development, Cybersecurity",Beginner,practical,0
STU04171,"Python, DevOps, Software Development",Advanced,practical,2
STU04172,"Cybersecurity, Deep Learning",Beginner,Reading,0
STU04173,"DevOps, SQL, Python",Beginner,Reading,0
STU04174,"Machine Learning, Data Analytics, SQL",Beginner,Visual,0
STU04175,"Python, Cybersecurity",Advanced,Reading,2
STU04176,"Web Development, Cybersecurity, Data Science",Beginner,practical,0
STU04177,Data Analytics,Beginner,Reading,0
STU04178,"Artificial Intelligence, Deep Learning, Cybersecurity",Beginner,Reading,0
STU04179,Deep Learning,Beginner,Visual,0
STU04180,"DevOps, Web Development",Beginner,Reading,0
STU04181,DevOps,Advanced,practical,2
STU04182,"Deep Learning, Python, Web Development",Advanced,practical,2
STU04183,"Data Analytics, Data Science",Advanced,Reading,2
STU04184,Data Analytics,Intermediate,Reading,1
STU04185,"Software Development, Cloud Computing",Intermediate,Reading,1
STU04186,"Software Development, Cloud Computing",Beginner,Visual,0
STU04187,"SQL, Data Science",Intermediate,practical,1
STU04188,DevOps,Intermediate,practical,1
STU04189,"Python, Deep Learning",Beginner,Reading,0
STU04190,"Artificial Intelligence, Cloud Computing, Cybersecurity",Intermediate,Visual,1
STU04191,"Data Analytics, Cybersecurity, Data Science",Advanced,Reading,2
STU04192,Cloud Computing,Intermediate,Visual,1
STU04193,"Python, DevOps",Advanced,practical,2
STU04194,"Artificial Intelligence, Machine Learning",Intermediate,Visual,1
STU04195,"Cloud Computing, Software Development",Beginner,Reading,0
STU04196,"Cloud Computing, Data Science, Machine Learning",Intermediate,practical,1
STU04197,"Cybersecurity, Web Development, Data Analytics",Advanced,practical,2
STU04198,Cybersecurity,Intermediate,practical,1
STU04199,"Python, DevOps",Advanced,Visual,2
STU04200,"Artificial Intelligence, Software Development, Data Science",Beginner,practical,0
STU04201,"Cybersecurity, SQL",Intermediate,practical,1
STU04202,Artificial Intelligence,Intermediate,Reading,1
STU04203,Python,Beginner,Reading,0
STU04204,"Data Science, Data Analytics",Intermediate,Visual,1
STU04205,Python,Advanced,practical,2
STU04206,Software Development,Advanced,Reading,2
STU04207,"Web Development, Data Science, Deep Learning",Advanced,Reading,2
STU04208,"SQL, Python, Machine Learning",Advanced,practical,2
STU04209,"Data Analytics, Machine Learning, Deep Learning",Intermediate,Visual,1
STU04210,SQL,Beginner,Reading,0
STU04211,"SQL, Machine Learning",Beginner,Visual,0
STU04212,"Cloud Computing, Machine Learning, Software Development",Advanced,Reading,2
STU04213,Machine Learning,Intermediate,Visual,1
STU04214,"Machine Learning, Web Development",Beginner,Visual,0
STU04215,"Python, Software Development, Data Science",Advanced,practical,2
STU04216,"Web Development, Artificial Intelligence, Data Analytics",Intermediate,Visual,1
STU04217,"DevOps, Python",Advanced,Reading,2
STU04218,"Deep Learning, Artificial Intelligence",Beginner,Visual,0
STU04219,"Software Development, Data Science, Cybersecurity",Beginner,Reading,0
STU04220,"Machine Learning, Data Analytics",Intermediate,Visual,1
STU04221,Data Analytics,Intermediate,practical,1
STU04222,"Python, Deep Learning",Advanced,Visual,2
STU04223,"Cybersecurity, Cloud Computing",Intermediate,Reading,1
STU04224,"Software Development, Web Development, Cloud Computing",Intermediate,Visual,1
STU04225,"SQL, Data Analytics",Beginner,practical,0
STU04226,"Cybersecurity, SQL",Advanced,Visual,2
STU04227,DevOps,Beginner,Visual,0
STU04228,"Cloud Computing, Python",Advanced,Visual,2
STU04229,"DevOps, SQL, Software Development",Intermediate,practical,1
STU04230,Cloud Computing,Intermediate,Visual,1
STU04231,"Deep Learning, Data Analytics, Artificial Intelligence",Beginner,practical,0
STU04232,Web Development,Intermediate,Reading,1
STU04233,"Web Development, Cloud Computing, Data Analytics",Beginner,practical,0
STU04234,"Machine Learning, Cloud Computing, Deep Learning",Beginner,Visual,0
STU04235,"Data Analytics, DevOps, Data Science",Beginner,Reading,0
STU04236,"Data Science, Deep Learning, Software Development",Intermediate,Visual,1
STU04237,Web Development,Beginner,practical,0
STU04238,"Python, Cloud Computing, DevOps",Intermediate,practical,1
STU04239,"Artificial Intelligence, Python, Data Analytics",Intermediate,practical,1
STU04240,Cloud Computing,Intermediate,Reading,1
STU04241,"Cybersecurity, Software Development",Advanced,Visual,2
STU04242,"Cloud Computing, Data Analytics",Beginner,Reading,0
STU04243,"DevOps, Cloud Computing",Beginner,Visual,0
STU04244,Cloud Computing,Beginner,practical,0
STU04245,"Web Development, Data Science",Advanced,practical,2
STU04246,"Cybersecurity, Web Development",Advanced,practical,2
STU04247,Data Science,Advanced,practical,2
STU04248,"Software Development, Deep Learning",Advanced,practical,2
STU04249,"Software Development, Data Science",Beginner,Visual,0
STU04250,Web Development,Intermediate,Visual,1
STU04251,Deep Learning,Advanced,Reading,2
STU04252,"Cybersecurity, Artificial Intelligence",Advanced,practical,2
STU04253,"Python, Machine Learning",Advanced,Reading,2
STU04254,"Cybersecurity, Data Science",Beginner,practical,0
STU04255,"Software Development, DevOps",Beginner,Visual,0
STU04256,"Data Analytics, Python",Beginner,Reading,0
STU04257,"Cloud Computing, Software Development",Beginner,practical,0
STU04258,"Deep Learning, Artificial Intelligence, Cybersecurity",Intermediate,Reading,1
STU04259,Web Development,Beginner,Reading,0
STU04260,"Cloud Computing, Deep Learning, Data Analytics",Beginner,practical,0
STU04261,"Python, SQL, Web Development",Advanced,Visual,2
STU04262,"Deep Learning, Software Development, DevOps",Advanced,practical,2
STU04263,Cybersecurity,Beginner,practical,0
STU04264,Cloud Computing,Advanced,Reading,2
STU04265,Cloud Computing,Intermediate,practical,1
STU04266,Software Development,Intermediate,practical,1
STU04267,"Artificial Intelligence, Cloud Computing, Cybersecurity",Beginner,Visual,0
STU04268,Machine Learning,Beginner,Visual,0
STU04269,Python,Beginner,Visual,0
STU04270,"DevOps, Data Analytics, Cybersecurity",Beginner,practical,0
STU04271,Web Development,Beginner,Visual,0
STU04272,SQL,Intermediate,Reading,1
STU04273,"SQL, Cloud Computing",Intermediate,Reading,1
STU04274,"Deep Learning, Python",Intermediate,practical,1
STU04275,"Web Development, Software Development, Data Science",Beginner,practical,0
STU04276,"Artificial Intelligence, Deep Learning, Machine Learning",Beginner,Reading,0
STU04277,"Software Development, Data Analytics, Python",Intermediate,Reading,1
STU04278,"Deep Learning, Data Analytics",Intermediate,Reading,1
STU04279,"Machine Learning, Artificial Intelligence, Cybersecurity",Beginner,practical,0
STU04280,"SQL, Software Development",Intermediate,practical,1
STU04281,DevOps,Beginner,practical,0
STU04282,"Software Development, Machine Learning",Intermediate,practical,1
STU04283,SQL,Beginner,practical,0
STU04284,"Cloud Computing, SQL",Advanced,Visual,2
STU04285,"Cybersecurity, Artificial Intelligence",Intermediate,Visual,1
STU04286,"Artificial Intelligence, Data Science, Data Analytics",Advanced,practical,2
STU04287,"Artificial Intelligence, Cloud Computing, Machine Learning",Advanced,Reading,2
STU04288,"Artificial Intelligence, Deep Learning, DevOps",Beginner,practical,0
STU04289,"Cloud Computing, Python, DevOps",Advanced,practical,2
STU04290,"Python, Data Science, Software Development",Beginner,Reading,0
STU04291,"Machine Learning, Artificial Intelligence",Beginner,Visual,0
STU04292,"DevOps, Deep Learning, Data Science",Beginner,Reading,0
STU04293,Data Science,Beginner,Visual,0
STU04294,Data Analytics,Advanced,Reading,2
STU04295,"Deep Learning, Python, Cybersecurity",Advanced,Visual,2
STU04296,"Web Development, Cloud Computing, Data Science",Beginner,Reading,0
STU04297,"DevOps, Cloud Computing",Beginner,Visual,0
STU04298,"Web Development, Machine Learning",Beginner,Visual,0
STU04299,"Data Science, Machine Learning",Intermediate,practical,1
STU04300,Web Development,Beginner,Visual,0
STU04301,"Software Development, Data Science, Artificial Intelligence",Beginner,Reading,0
STU04302,"Machine Learning, Data Science, Web Development",Intermediate,practical,1
STU04303,"Software Development, SQL",Beginner,practical,0
STU04304,"Data Science, Deep Learning",Intermediate,Visual,1
STU04305,"DevOps, Data Science, Cybersecurity",Advanced,Visual,2
STU04306,Data Analytics,Intermediate,Visual,1
STU04307,"Cloud Computing, Web Development, SQL",Advanced,practical,2
STU04308,SQL,Intermediate,practical,1
STU04309,Web Development,Advanced,Visual,2
STU04310,Artificial Intelligence,Advanced,Reading,2
STU04311,"Data Analytics, Deep Learning",Advanced,Reading,2
STU04312,"Deep Learning, Web Development",Advanced,Visual,2
STU04313,"Machine Learning, Data Science, Deep Learning",Intermediate,practical,1
STU04314,"SQL, Data Science, DevOps",Intermediate,Reading,1
STU04315,"Data Science, Web Development, Cybersecurity",Beginner,Visual,0
STU04316,"Cloud Computing, DevOps, Artificial Intelligence",Beginner,practical,0
STU04317,"SQL, Machine Learning, Data Analytics",Advanced,Visual,2
STU04318,"Artificial Intelligence, Data Science",Advanced,practical,2
STU04319,Cloud Computing,Intermediate,Reading,1
STU04320,Cybersecurity,Beginner,Visual,0
STU04321,DevOps,Beginner,Visual,0
STU04322,Artificial Intelligence,Beginner,Reading,0
STU04323,Data Science,Advanced,Reading,2
STU04324,"DevOps, Data Analytics",Advanced,practical,2
STU04325,Cloud Computing,Intermediate,Visual,1
STU04326,"SQL, Web Development",Beginner,Visual,0
STU04327,"Data Science, Deep Learning, Python",Advanced,practical,2
STU04328,Software Development,Intermediate,practical,1
STU04329,"Artificial Intelligence, Deep Learning, SQL",Beginner,Visual,0
STU04330,Artificial Intelligence,Beginner,Reading,0
STU04331,"Machine Learning, Deep Learning",Intermediate,Reading,1
STU04332,"SQL, Artificial Intelligence",Beginner,Reading,0
STU04333,Deep Learning,Beginner,Reading,0
STU04334,Cloud Computing,Advanced,Reading,2
STU04335,"Python, Software Development, Artificial Intelligence",Beginner,Visual,0
STU04336,Machine Learning,Beginner,Reading,0
STU04337,"Python, Deep Learning",Advanced,Reading,2
STU04338,"Software Development, DevOps",Advanced,Visual,2
STU04339,"Machine Learning, Python, SQL",Beginner,Reading,0
STU04340,Artificial Intelligence,Advanced,practical,2
STU04341,"Machine Learning, Data Analytics",Advanced,Visual,2
STU04342,"SQL, DevOps, Software Development",Beginner,practical,0
STU04343,SQL,Beginner,practical,0
STU04344,"Python, Artificial Intelligence",Advanced,Reading,2
STU04345,"Web Development, SQL",Advanced,practical,2
STU04346,"Data Analytics, Data Science",Intermediate,Visual,1
STU04347,Cybersecurity,Beginner,practical,0
STU04348,"Python, DevOps",Advanced,Reading,2
STU04349,"Machine Learning, SQL, Cybersecurity",Beginner,practical,0
STU04350,Artificial Intelligence,Advanced,Reading,2
STU04351,"Data Analytics, SQL, Python",Intermediate,Visual,1
STU04352,Deep Learning,Intermediate,practical,1
STU04353,"Python, Data Analytics, Cybersecurity",Advanced,Visual,2
STU04354,"SQL, Python, Machine Learning",Intermediate,Visual,1
STU04355,Cloud Computing,Beginner,Visual,0
STU04356,Deep Learning,Advanced,Reading,2
STU04357,"Data Analytics, Artificial Intelligence",Advanced,Reading,2
STU04358,"Data Analytics, Machine Learning",Advanced,Reading,2
STU04359,SQL,Intermediate,practical,1
STU04360,Data Science,Advanced,Reading,2
STU04361,"Cybersecurity, Data Analytics",Beginner,practical,0
STU04362,"Cybersecurity, Software Development",Advanced,Reading,2
STU04363,Cybersecurity,Beginner,Visual,0
STU04364,"Cloud Computing, Python, Data Science",Intermediate,Reading,1
STU04365,Data Analytics,Intermediate,practical,1
STU04366,Python,Advanced,Visual,2
STU04367,"Deep Learning, SQL, Software Development",Advanced,Visual,2
STU04368,"SQL, Cloud Computing",Advanced,Visual,2
STU04369,Machine Learning,Advanced,practical,2
STU04370,Deep Learning,Beginner,Visual,0
STU04371,"Deep Learning, DevOps",Beginner,Reading,0
STU04372,"Cybersecurity, Web Development, Machine Learning",Intermediate,Visual,1
STU04373,"Software Development, Artificial Intelligence, Data Science",Advanced,Visual,2
STU04374,Web Development,Beginner,Reading,0
STU04375,"Python, DevOps",Advanced,Visual,2
STU04376,"Software Development, Cybersecurity, Cloud Computing",Intermediate,Visual,1
STU04377,"Artificial Intelligence, Data Science, Machine Learning",Intermediate,Visual,1
STU04378,Web Development,Beginner,practical,0
STU04379,Web Development,Intermediate,practical,1
STU04380,"Web Development, Artificial Intelligence",Intermediate,Visual,1
STU04381,"Web Development, Software Development, Cybersecurity",Advanced,Visual,2
STU04382,"Software Development, Cybersecurity, Data Science",Beginner,practical,0
STU04383,Machine Learning,Advanced,Visual,2
STU04384,DevOps,Advanced,practical,2
STU04385,"Web Development, SQL",Beginner,Visual,0
STU04386,"Cybersecurity, Cloud Computing, SQL",Intermediate,Visual,1
STU04387,Cybersecurity,Advanced,Reading,2
STU04388,"Software Development, Machine Learning",Advanced,practical,2
STU04389,"Data Analytics, Machine Learning, Python",Advanced,practical,2
STU04390,Cybersecurity,Advanced,Visual,2
STU04391,Data Science,Beginner,Visual,0
STU04392,"Data Science, SQL, Web Development",Beginner,practical,0
STU04393,"Cybersecurity, Software Development",Beginner,practical,0
STU04394,"Artificial Intelligence, DevOps",Advanced,Visual,2
STU04395,"Deep Learning, Software Development, Data Science",Advanced,Reading,2
STU04396,Python,Beginner,Visual,0
STU04397,SQL,Advanced,Visual,2
STU04398,"Cloud Computing, Artificial Intelligence, Python",Intermediate,practical,1
STU04399,"Web Development, Data Science, Software Development",Beginner,practical,0
STU04400,"Software Development, Cloud Computing",Intermediate,practical,1
STU04401,"Artificial Intelligence, Deep Learning, Cloud Computing",Advanced,Reading,2
STU04402,Deep Learning,Advanced,practical,2
STU04403,"Data Science, Data Analytics",Advanced,practical,2
STU04404,"Cloud Computing, Cybersecurity",Beginner,Reading,0
STU04405,"DevOps, SQL, Artificial Intelligence",Beginner,practical,0
STU04406,"Cloud Computing, Software Development, Web Development",Advanced,practical,2
STU04407,Machine Learning,Intermediate,Reading,1
STU04408,Data Analytics,Beginner,Visual,0
STU04409,"Python, Cloud Computing",Beginner,Visual,0
STU04410,"Web Development, Deep Learning",Advanced,Visual,2
STU04411,Cloud Computing,Intermediate,practical,1
STU04412,"Cloud Computing, Web Development, Machine Learning",Advanced,Reading,2
STU04413,DevOps,Advanced,Reading,2
STU04414,Data Science,Beginner,Visual,0
STU04415,Software Development,Intermediate,Reading,1
STU04416,"Machine Learning, Software Development",Intermediate,Visual,1
STU04417,"Python, Artificial Intelligence, Data Science",Intermediate,Visual,1
STU04418,DevOps,Advanced,Visual,2
STU04419,"SQL, Data Science, Machine Learning",Intermediate,Reading,1
STU04420,"DevOps, Cybersecurity, Artificial Intelligence",Advanced,Visual,2
STU04421,Data Science,Beginner,practical,0
STU04422,"Deep Learning, Artificial Intelligence",Advanced,Visual,2
STU04423,Artificial Intelligence,Advanced,Reading,2
STU04424,"Cloud Computing, Artificial Intelligence, SQL",Advanced,Reading,2
STU04425,Python,Advanced,Reading,2
STU04426,Cybersecurity,Advanced,Visual,2
STU04427,Python,Advanced,practical,2
STU04428,"Artificial Intelligence, DevOps",Intermediate,Reading,1
STU04429,Software Development,Intermediate,Reading,1
STU04430,"DevOps, Deep Learning, SQL",Advanced,Visual,2
STU04431,"Software Development, Artificial Intelligence",Advanced,practical,2
STU04432,"Deep Learning, Python",Advanced,Visual,2
STU04433,Data Analytics,Advanced,Visual,2
STU04434,"Deep Learning, Data Science",Advanced,Visual,2
STU04435,"Data Science, Artificial Intelligence",Advanced,Visual,2
